"serial","orthography","klattese","frequency","stratum","density"
14704,"불미","bulmi",40,"sino",9
14705,"비천","bic^n",40,"sino",5
14706,"비염","biVm",40,"sino",4
14707,"서도","s^do",40,"sino",15
14708,"세관원","sEgWnwn",40,"sino",0
14709,"수리비","sulibi",40,"sino",1
14710,"속방","sogbaG",40,"sino",5
14711,"순전","sunz^n",40,"sino",11
14712,"수사법","susab^b",40,"sino",1
14713,"수압","suab",40,"sino",5
14714,"시사회","sisah@",40,"sino",2
14715,"승조원","sxGzown",40,"sino",0
14716,"심청","simc^G",40,"sino",7
14717,"십이지장","sibizizaG",40,"sino",0
14718,"안배","anbE",40,"sino",8
14719,"암암리","amamli",40,"sino",0
14720,"약병","AgbVG",40,"sino",3
14721,"안정제","anz^GzE",40,"sino",1
14722,"엄단","^mdan",40,"sino",1
14723,"염소","Vmso",40,"sino",2
14724,"왜관","@gWn",40,"sino",15
14725,"오판","opan",40,"sino",11
14726,"용광로","OGgWGlo",40,"sino",0
14727,"월성","wls^G",40,"sino",4
14728,"육부","Ugbu",40,"sino",2
14729,"의기","Igi",40,"sino",23
14730,"입교","ibgO",40,"sino",2
14731,"입신","ibsin",40,"sino",8
14732,"전리품","z^nlipum",40,"sino",1
14733,"조예","zoJ",40,"sino",19
14734,"주물","zumul",40,"sino",7
14735,"중앙부","zuGaGbu",40,"sino",0
14736,"지세","zisE",40,"sino",20
14737,"중개인","zuGgEin",40,"sino",1
14738,"직분","zigbun",40,"sino",2
14739,"천변","c^nbVn",40,"sino",2
14740,"천태종","c^ntEzoG",40,"sino",0
14741,"체급","cEgxb",40,"sino",4
14742,"첨작","c^mzag",40,"sino",1
14743,"출감","culgam",40,"sino",4
14744,"침전","cimz^n",40,"sino",1
14745,"탑재","tabzE",40,"sino",3
14746,"탄","tan",40,"sino",50
14747,"편지지","pVnzizi",40,"sino",0
14748,"피험자","pih^mza",40,"sino",1
14749,"항전","haGz^n",40,"sino",7
14750,"행중","hEGzuG",40,"sino",6
14751,"혜림","hJlim",40,"sino",3
14752,"형제자매","hVGzEzamE",40,"sino",0
14753,"헌정사","h^nz^Gsa",40,"sino",0
14754,"향신료","hAGsinlO",40,"sino",0
14755,"황송","hWGsoG",40,"sino",4
14756,"훈제","hunzE",40,"sino",6
14757,"흉악범","hUGagb^m",40,"sino",0
14758,"감화","gamhW",40,"sino",6
14759,"갱생","gEGsEG",40,"sino",2
14760,"경험자","gVGh^mza",40,"sino",0
14761,"곤궁","gonguG",40,"sino",3
14762,"국론","guglon",40,"sino",3
14763,"국전","gugz^n",40,"sino",7
14764,"금력","gxmlVg",40,"sino",4
14765,"극락전","gxglagz^n",40,"sino",0
14766,"기선","gis^n",40,"sino",9
14767,"궁녀","guGnV",40,"sino",2
14768,"김정호","gimz^Gho",40,"sino",2
14769,"낙제","nagzE",40,"sino",8
14770,"냉대","nEGdE",40,"sino",3
14771,"도중하차","dozuGhaca",40,"sino",0
14772,"동업자","doG^bza",40,"sino",0
14773,"동편","doGpVn",40,"sino",4
14774,"독극물","doggxgmul",40,"sino",0
14775,"독신자","dogsinza",40,"sino",0
14776,"등속","dxGsog",40,"sino",2
14777,"명찰","mVGcal",40,"sino",3
14778,"상당액","saGdaGEg",40,"sino",0
14779,"색안경","sEgangVG",40,"sino",0
14780,"소매점","somEz^m",40,"sino",0
14781,"수입상","suibsaG",40,"sino",2
14782,"수금","sugxm",40,"sino",12
14783,"시혜","sihJ",40,"sino",7
14784,"악조건","agzog^n",40,"sino",0
14785,"여담","Vdam",40,"sino",7
14786,"영산강","VGsangaG",40,"sino",0
14787,"운동량","undoGlAG",40,"sino",0
14788,"오용","oOG",40,"sino",17
14789,"원안","wnan",40,"sino",10
14790,"음영","xmVG",40,"sino",11
14791,"읍성","xbs^G",40,"sino",5
14792,"익산","igsan",40,"sino",10
14793,"자력","zalVg",40,"sino",10
14794,"잡념","zabnVm",40,"sino",0
14795,"준칙","zuncig",40,"sino",2
14796,"주의력","zuIlVg",40,"sino",2
14797,"찬","can",40,"sino",49
14798,"중천","zuGc^n",40,"sino",5
14799,"지표","zipO",40,"sino",8
14800,"징역형","ziGVghVG",40,"sino",0
14801,"준설","zuns^l",40,"sino",5
14802,"체","cE",40,"sino",61
14803,"추문","cumun",40,"sino",7
14804,"통금","toGgxm",40,"sino",4
14805,"폭음","pogxm",40,"sino",11
14806,"해류","hElU",40,"sino",9
14807,"항고","haGgo",40,"sino",14
14808,"화풍","hWpuG",40,"sino",5
14809,"화물차","hWmulca",40,"sino",0
14810,"호남선","honams^n",40,"sino",1
14811,"이용객","iOGgEg",40,"sino",0
14812,"발인","balin",40,"sino",10
14813,"미용사","miOGsa",40,"sino",0
14814,"방독면","baGdogmVn",40,"sino",0
14815,"백작","bEgzag",40,"sino",1
14816,"병세","bVGsE",40,"sino",10
14817,"봉인","boGin",40,"sino",8
14818,"북양","bugAG",40,"sino",4
14819,"상형","saGhVG",40,"sino",9
14820,"사외","sa@",40,"sino",28
14821,"다랏","dalas",40,"native",1
14822,"두둑","dudug",40,"native",3
14823,"불미","bulmi",40,"native",9
14824,"번드기","b^ndxgi",40,"native",1
14825,"빗기","bisgi",40,"native",3
14826,"수제비","suzEbi",40,"native",0
14827,"순전","sunz^n",40,"native",11
14828,"싹싹","SagSag",40,"native",0
14829,"살구","salgu",40,"native",8
14830,"여울","Vul",40,"native",28
14831,"왕창","WGcaG",40,"native",3
14832,"외려","@lV",40,"native",5
14833,"터무니","t^muni",40,"native",0
14834,"포","po",40,"native",46
14835,"홀랑","hollaG",40,"native",1
14836,"마트","matx",39,"foreign",8
14837,"셀프","sElpx",39,"foreign",1
14838,"스톡","sxtog",39,"foreign",2
14839,"스티로폼","sxtilopom",39,"foreign",1
14840,"아이섀도","aisJdo",39,"foreign",0
14841,"오리엔트","oliEntx",39,"foreign",0
14842,"지그재그","zigxzEgx",39,"foreign",0
14843,"칼럼니스트","kall^mnisxtx",39,"foreign",0
14844,"커맨드","k^mEndx",39,"foreign",0
14845,"스핑크스","sxpiGkxsx",39,"foreign",0
14846,"에디슨","Edisxn",39,"foreign",0
14847,"오븐","obxn",39,"foreign",3
14848,"제트","zEtx",39,"foreign",5
14849,"케임브리지","kEimbxlizi",39,"foreign",0
14850,"터부","t^bu",39,"foreign",4
14851,"클렌징","kxllEnziG",39,"foreign",0
14852,"파트","patx",39,"foreign",9
14853,"세이브","sEibx",39,"foreign",2
14854,"베트콩","bEtxkoG",39,"foreign",0
14855,"개종","gEzoG",39,"sino",13
14856,"경강","gVGgaG",39,"sino",6
14857,"관세청","gWnsEc^G",39,"sino",0
14858,"과점","gWz^m",39,"sino",5
14859,"광신","gWGsin",39,"sino",8
14860,"국제공항","gugzEgoGhaG",39,"sino",0
14861,"기념사업","ginVmsa^b",39,"sino",0
14862,"대여점","dEVz^m",39,"sino",0
14863,"대역","dEVg",39,"sino",5
14864,"동식","doGsig",39,"sino",9
14865,"몽구","moGgu",39,"sino",8
14866,"무산","musan",39,"sino",17
14867,"무협","muhVb",39,"sino",3
14868,"문리대","munlidE",39,"sino",0
14869,"박탈감","bagtalgam",39,"sino",0
14870,"반야심경","banAsimgVG",39,"sino",0
14871,"법무사","b^bmusa",39,"sino",1
14872,"백골단","bEggoldan",39,"sino",0
14873,"보세","bosE",39,"sino",13
14874,"불량품","bullAGpum",39,"sino",0
14875,"불치","bulci",39,"sino",5
14876,"빙하기","biGhagi",39,"sino",0
14877,"삼열","samVl",39,"sino",8
14878,"사문","samun",39,"sino",17
14879,"생활사","sEGhWlsa",39,"sino",1
14880,"삼신","samsin",39,"sino",10
14881,"소년기","sonVngi",39,"sino",1
14882,"소굴","sogul",39,"sino",5
14883,"수종","suzoG",39,"sino",17
14884,"수사대","susadE",39,"sino",0
14885,"수사력","susalVg",39,"sino",1
14886,"수유","suU",39,"sino",20
14887,"숙고","suggo",39,"sino",6
14888,"수일","suil",39,"sino",18
14889,"신문왕","sinmunWG",39,"sino",0
14890,"신앙심","sinaGsim",39,"sino",0
14891,"안내인","annEin",39,"sino",1
14892,"악령","aglVG",39,"sino",5
14893,"양학","AGhag",39,"sino",4
14894,"여순","Vsun",39,"sino",11
14895,"여단","Vdan",39,"sino",12
14896,"연호","Vnho",39,"sino",20
14897,"영환","VGhWn",39,"sino",6
14898,"영기","VGgi",39,"sino",22
14899,"연한","Vnhan",39,"sino",10
14900,"오욕","oOg",39,"sino",10
14901,"예정지","Jz^Gzi",39,"sino",3
14902,"오관","ogWn",39,"sino",9
14903,"유복","Ubog",39,"sino",10
14904,"위탁자","&tagza",39,"sino",1
14905,"이기영","igiVG",39,"sino",1
14906,"이준규","izungU",39,"sino",0
14907,"이서구","is^gu",39,"sino",1
14908,"일국","ilgug",39,"sino",8
14909,"인어","in^",39,"sino",23
14910,"장구","zaGgu",39,"sino",26
14911,"재환","zEhWn",39,"sino",10
14912,"적적","z^gz^g",39,"sino",5
14913,"재","zE",39,"sino",80
14914,"재봉","zEboG",39,"sino",12
14915,"전화국","z^nhWgug",39,"sino",0
14916,"전화번호부","z^nhWb^nhobu",39,"sino",0
14917,"전우","z^nu",39,"sino",17
14918,"전봉준","z^nboGzun",39,"sino",0
14919,"존폐","zonpJ",39,"sino",2
14920,"조리법","zolib^b",39,"sino",0
14921,"주산","zusan",39,"sino",23
14922,"중후","zuGhu",39,"sino",8
14923,"지구력","zigulVg",39,"sino",0
14924,"직배","zigbE",39,"sino",1
14925,"초엽","coVb",39,"sino",2
14926,"최단","c@dan",39,"sino",4
14927,"추계","cugJ",39,"sino",12
14928,"타자수","tazasu",39,"sino",0
14929,"투혼","tuhon",39,"sino",2
14930,"투자액","tuzaEg",39,"sino",0
14931,"토질","tozil",39,"sino",7
14932,"편애","pVnE",39,"sino",9
14933,"패권주의","pEgwnzuI",39,"sino",0
14934,"평정","pVGz^G",39,"sino",6
14935,"합승","habsxG",39,"sino",2
14936,"함경북도","hamgVGbugdo",39,"sino",0
14937,"항해사","haGhEsa",39,"sino",0
14938,"홍대","hoGdE",39,"sino",7
14939,"환란","hWnlan",39,"sino",6
14940,"환급","hWngxb",39,"sino",6
14941,"회보","h@bo",39,"sino",11
14942,"훈련소","hunlVnso",39,"sino",0
14943,"흑색선전","hxgsEgs^nz^n",39,"sino",0
14944,"검정고시","g^mz^Ggosi",39,"sino",0
14945,"가정생활","gaz^GsEGhWl",39,"sino",0
14946,"거간","g^gan",39,"sino",10
14947,"고율","goUl",39,"sino",11
14948,"기율","giUl",39,"sino",12
14949,"군락","gunlag",39,"sino",1
14950,"노폐물","nopJmul",39,"sino",0
14951,"등기부","dxGgibu",39,"sino",0
14952,"묘약","mOAg",39,"sino",3
14953,"사림파","salimpa",39,"sino",0
14954,"상용차","saGOGca",39,"sino",1
14955,"산세","sansE",39,"sino",17
14956,"석간","s^ggan",39,"sino",5
14957,"서학","s^hag",39,"sino",10
14958,"상연","saGVn",39,"sino",17
14959,"식생","sigsEG",39,"sino",4
14960,"압박감","abbaggam",39,"sino",0
14961,"역전승","Vgz^nsxG",39,"sino",0
14962,"영험","VGh^m",39,"sino",2
14963,"운신","unsin",39,"sino",7
14964,"외간","@gan",39,"sino",19
14965,"일장","ilzaG",39,"sino",11
14966,"입회","ibh@",39,"sino",1
14967,"자음","zaxm",39,"sino",6
14968,"장개석","zaGgEs^g",39,"sino",1
14969,"정사","z^Gsa",39,"sino",16
14970,"전번","z^nb^n",39,"sino",7
14971,"주모자","zumoza",39,"sino",0
14972,"창시","caGsi",39,"sino",10
14973,"첨가물","c^mgamul",39,"sino",0
14974,"측정기","cxgz^Ggi",39,"sino",0
14975,"최하","c@ha",39,"sino",5
14976,"퇴고","t@go",39,"sino",8
14977,"통문","toGmun",39,"sino",3
14978,"탄환","tanhWn",39,"sino",3
14979,"판로","panlo",39,"sino",4
14980,"포획","poh@g",39,"sino",1
14981,"허탕","h^taG",39,"sino",5
14982,"획책","h@gcEg",39,"sino",0
14983,"이질감","izilgam",39,"sino",1
14984,"사은품","saxnpum",39,"sino",0
14985,"백송","bEgsoG",39,"sino",4
14986,"복색","bogsEg",39,"sino",6
14987,"보은","boxn",39,"sino",6
14988,"불하","bulha",39,"sino",12
14989,"사상범","sasaGb^m",39,"sino",0
14990,"분담금","bundamgxm",39,"sino",1
14991,"비만증","bimanzxG",39,"sino",0
14992,"갈가리","galgali",39,"native",1
14993,"기역","giVg",39,"native",15
14994,"거나","g^na",39,"native",9
14995,"까칠","Qacil",39,"native",2
14996,"달달","daldal",39,"native",2
14997,"동치미","doGcimi",39,"native",0
14998,"맨드라미","mEndxlami",39,"native",0
14999,"무덤덤","mud^md^m",39,"native",0
15000,"맞춤","mazcum",39,"native",0
15001,"부름","bulxm",39,"native",9
15002,"살코기","salkogi",39,"native",0
15003,"쓱","Sxg",39,"native",13
15004,"사마귀","samag&",39,"native",2
15005,"생긋","sEGgxs",39,"native",1
15006,"여순","Vsun",39,"native",11
15007,"아가미","agami",39,"native",3
15008,"올챙이","olcEGi",39,"native",0
15009,"영기","VGgi",39,"native",22
15010,"조림","zolim",39,"native",11
15011,"트림","txlim",39,"native",5
15012,"허튼","h^txn",39,"native",2
15013,"허탕","h^taG",39,"native",5
15014,"누벨바그","nubElbagx",38,"foreign",0
15015,"리비도","libido",38,"foreign",0
15016,"부르주아지","bulxzuazi",38,"foreign",0
15017,"브루나이","bxlunai",38,"foreign",0
15018,"스타덤","sxtad^m",38,"foreign",0
15019,"엑스트라","Egsxtxla",38,"foreign",0
15020,"임펄스","imp^lsx",38,"foreign",0
15021,"카자흐스탄","kazahxsxtan",38,"foreign",0
15022,"케첩","kEc^b",38,"foreign",2
15023,"테라스","tElasx",38,"foreign",0
15024,"퍼팅","p^tiG",38,"foreign",0
15025,"거즈","g^zx",38,"foreign",4
15026,"나르시시즘","nalxsisizxm",38,"foreign",0
15027,"다임러","daiml^",38,"foreign",0
15028,"랭보","lEGbo",38,"foreign",2
15029,"모토","moto",38,"foreign",11
15030,"아이콘","aikon",38,"foreign",0
15031,"잠비아","zambia",38,"foreign",0
15032,"차트","catx",38,"foreign",4
15033,"허브","h^bx",38,"foreign",4
15034,"결정자","gVlz^Gza",38,"sino",1
15035,"강력부","gaGlVgbu",38,"sino",0
15036,"경찰력","gVGcallVg",38,"sino",0
15037,"국선","gugs^n",38,"sino",6
15038,"구석기","gus^ggi",38,"sino",0
15039,"급감","gxbgam",38,"sino",0
15040,"기독","gidog",38,"sino",8
15041,"금화","gxmhW",38,"sino",4
15042,"기상천외","gisaGc^n@",38,"sino",0
15043,"기술원","gisulwn",38,"sino",1
15044,"단신","dansin",38,"sino",10
15045,"당선작","daGs^nzag",38,"sino",1
15046,"대교","dEgO",38,"sino",13
15047,"동우회","doGuh@",38,"sino",1
15048,"목","mog",38,"sino",56
15049,"몽환","moGhWn",38,"sino",3
15050,"무량수전","mulAGsuz^n",38,"sino",0
15051,"문장력","munzaGlVg",38,"sino",0
15052,"발의","balI",38,"sino",13
15053,"배기량","bEgilAG",38,"sino",0
15054,"방위비","baG&bi",38,"sino",1
15055,"본서","bons^",38,"sino",5
15056,"분장사","bunzaGsa",38,"sino",0
15057,"불단","buldan",38,"sino",7
15058,"빈농","binnoG",38,"sino",0
15059,"서술문","s^sulmun",38,"sino",0
15060,"상수","saGsu",38,"sino",32
15061,"서양화가","s^AGhWga",38,"sino",0
15062,"승차","sxGca",38,"sino",5
15063,"시대정신","sidEz^Gsin",38,"sino",0
15064,"실익","silig",38,"sino",9
15065,"슬하","sxlha",38,"sino",1
15066,"양재","AGzE",38,"sino",12
15067,"어인","^in",38,"sino",40
15068,"어족","^zog",38,"sino",9
15069,"어용","^OG",38,"sino",11
15070,"여인상","VinsaG",38,"sino",5
15071,"영구차","VGguca",38,"sino",0
15072,"영상물","VGsaGmul",38,"sino",0
15073,"예시","Jsi",38,"sino",23
15074,"용인군","OGingun",38,"sino",0
15075,"유리왕","UliWG",38,"sino",0
15076,"유통망","UtoGmaG",38,"sino",0
15077,"은박지","xnbagzi",38,"sino",0
15078,"월정사","wlz^Gsa",38,"sino",0
15079,"원석","wns^g",38,"sino",6
15080,"음악제","xmagzE",38,"sino",0
15081,"이편","ipVn",38,"sino",11
15082,"융자금","UGzagxm",38,"sino",0
15083,"의학자","Ihagza",38,"sino",2
15084,"일봉","ilboG",38,"sino",7
15085,"자기반성","zagibans^G",38,"sino",0
15086,"전치","z^nci",38,"sino",15
15087,"정호","z^Gho",38,"sino",16
15088,"조난","zonan",38,"sino",12
15089,"정체불명","z^GcEbulmVG",38,"sino",0
15090,"중환자실","zuGhWnzasil",38,"sino",0
15091,"진료소","zinlOso",38,"sino",0
15092,"참정권","camz^Ggwn",38,"sino",0
15093,"청교도","c^GgOdo",38,"sino",0
15094,"축성","cugs^G",38,"sino",4
15095,"체외","cE@",38,"sino",15
15096,"칩거","cibg^",38,"sino",0
15097,"탐지기","tamzigi",38,"sino",1
15098,"탈루","tallu",38,"sino",2
15099,"특출","txgcul",38,"sino",0
15100,"평등법","pVGdxGb^b",38,"sino",0
15101,"풍치","puGci",38,"sino",7
15102,"학형","haghVG",38,"sino",3
15103,"피해액","pihEEg",38,"sino",0
15104,"한족","hanzog",38,"sino",4
15105,"해녀","hEnV",38,"sino",4
15106,"화학자","hWhagza",38,"sino",1
15107,"현장감","hVnzaGgam",38,"sino",0
15108,"화엄경","hW^mgVG",38,"sino",0
15109,"후임자","huimza",38,"sino",0
15110,"활엽수","hWlVbsu",38,"sino",0
15111,"간병","ganbVG",38,"sino",4
15112,"가평군","gapVGgun",38,"sino",0
15113,"개점","gEz^m",38,"sino",9
15114,"건축사","g^ncugsa",38,"sino",1
15115,"경국대전","gVGgugdEz^n",38,"sino",0
15116,"결격","gVlgVg",38,"sino",2
15117,"견훤","gVnhwn",38,"sino",0
15118,"고독감","godoggam",38,"sino",0
15119,"공의회","goGIh@",38,"sino",0
15120,"계간","gJgan",38,"sino",7
15121,"급소","gxbso",38,"sino",8
15122,"교탁","gOtag",38,"sino",3
15123,"기호품","gihopum",38,"sino",1
15124,"내실","nEsil",38,"sino",8
15125,"남파","nampa",38,"sino",5
15126,"담소","damso",38,"sino",4
15127,"단명","danmVG",38,"sino",5
15128,"삼단","samdan",38,"sino",6
15129,"상혼","saGhon",38,"sino",8
15130,"사역","saVg",38,"sino",18
15131,"소각","sogag",38,"sino",17
15132,"숙취","sugc&",38,"sino",1
15133,"순간순간","sungansungan",38,"sino",0
15134,"순기능","sunginxG",38,"sino",0
15135,"시사점","sisaz^m",38,"sino",0
15136,"약용","AgOG",38,"sino",2
15137,"양기","AGgi",38,"sino",14
15138,"오뉴월","onUwl",38,"sino",0
15139,"양주군","AGzugun",38,"sino",0
15140,"왈","Wl",38,"sino",21
15141,"원탁","wntag",38,"sino",2
15142,"유사점","Usaz^m",38,"sino",0
15143,"유모차","Umoca",38,"sino",0
15144,"응시자","xGsiza",38,"sino",0
15145,"재림","zElim",38,"sino",8
15146,"장발","zaGbal",38,"sino",6
15147,"철벽","c^lbVg",38,"sino",1
15148,"지휘부","zih&bu",38,"sino",0
15149,"청국장","c^GgugzaG",38,"sino",0
15150,"천재지변","c^nzEzibVn",38,"sino",0
15151,"침입자","cimibza",38,"sino",0
15152,"출사표","culsapO",38,"sino",0
15153,"충절","cuGz^l",38,"sino",4
15154,"판공비","pangoGbi",38,"sino",0
15155,"폐교","pJgO",38,"sino",5
15156,"풍랑","puGlaG",38,"sino",3
15157,"호봉","hoboG",38,"sino",6
15158,"항진","haGzin",38,"sino",6
15159,"평시","pVGsi",38,"sino",8
15160,"학부모회","hagbumoh@",38,"sino",0
15161,"행진곡","hEGzingog",38,"sino",0
15162,"회자","h@za",38,"sino",10
15163,"효부","hObu",38,"sino",6
15164,"황조가","hWGzoga",38,"sino",0
15165,"발표자","balpOza",38,"sino",0
15166,"분수대","bunsudE",38,"sino",0
15167,"사오정","saoz^G",38,"sino",5
15168,"토사물","tosamul",38,"sino",1
15169,"방해죄","baGhEz@",38,"sino",1
15170,"배변","bEbVn",38,"sino",5
15171,"백일홍","bEgilhoG",38,"sino",1
15172,"봉천","boGc^n",38,"sino",7
15173,"비상구","bisaGgu",38,"sino",0
15174,"상아탑","saGatab",38,"sino",0
15175,"가지런","gazil^n",38,"native",1
15176,"깍지","Qagzi",38,"native",5
15177,"강냉이","gaGnEGi",38,"native",0
15178,"기우뚱","giuDuG",38,"native",1
15179,"고리타분","golitabun",38,"native",0
15180,"거란","g^lan",38,"native",9
15181,"금새","gxmsE",38,"native",9
15182,"꼬락서니","Qolags^ni",38,"native",0
15183,"꿈틀","Qumtxl",38,"native",0
15184,"나부랭이","nabulEGi",38,"native",0
15185,"도톰","dotom",38,"native",2
15186,"땡","DEG",38,"native",19
15187,"다하","daha",38,"native",13
15188,"배이","bEi",38,"native",38
15189,"수북","subug",38,"native",9
15190,"아무렴","amulVm",38,"native",0
15191,"어인","^in",38,"native",40
15192,"외솔","@sol",38,"native",6
15193,"종지","zoGzi",38,"native",17
15194,"즈이","zxi",38,"native",11
15195,"칭칭","ciGciG",38,"native",1
15196,"히죽","hizug",38,"native",3
15197,"만다린","mandalin",37,"foreign",0
15198,"모로코","moloko",37,"foreign",0
15199,"번트","b^ntx",37,"foreign",0
15200,"뱅킹","bEGkiG",37,"foreign",1
15201,"인트라넷","intxlanEs",37,"foreign",0
15202,"체코슬로바키아","cEkosxllobakia",37,"foreign",0
15203,"카피라이터","kapilait^",37,"foreign",0
15204,"하프","hapx",37,"foreign",4
15205,"헤세","hEsE",37,"foreign",16
15206,"호메로스","homElosx",37,"foreign",0
15207,"덩컨","d^Gk^n",37,"foreign",0
15208,"마로니에","maloniE",37,"foreign",0
15209,"쇼팽","sOpEG",37,"foreign",1
15210,"슈퍼컴퓨터","sUp^k^mpUt^",37,"foreign",0
15211,"오케이","okEi",37,"foreign",0
15212,"콜라주","kollazu",37,"foreign",0
15213,"탱고","tEGgo",37,"foreign",2
15214,"카약","kaAg",37,"foreign",4
15215,"카운트다운","kauntxdaun",37,"foreign",0
15216,"토스트","tosxtx",37,"foreign",4
15217,"타깃","tagis",37,"foreign",0
15218,"개폐","gEpJ",37,"sino",3
15219,"각축","gagcug",37,"sino",3
15220,"감염자","gamVmza",37,"sino",0
15221,"교보","gObo",37,"sino",15
15222,"구성비","gus^Gbi",37,"sino",0
15223,"구조대","guzodE",37,"sino",0
15224,"구랍","gulab",37,"sino",1
15225,"누차","nuca",37,"sino",7
15226,"뇌출혈","n@culhVl",37,"sino",1
15227,"단양","danAG",37,"sino",10
15228,"도법","dob^b",37,"sino",6
15229,"동봉","doGboG",37,"sino",8
15230,"등극","dxGgxg",37,"sino",1
15231,"만용","manOG",37,"sino",1
15232,"명재","mVGzE",37,"sino",9
15233,"목탑","mogtab",37,"sino",1
15234,"문패","munpE",37,"sino",2
15235,"민원실","minwnsil",37,"sino",0
15236,"반성문","bans^Gmun",37,"sino",0
15237,"별문제","bVlmunzE",37,"sino",0
15238,"봉제","boGzE",37,"sino",12
15239,"북문","bugmun",37,"sino",7
15240,"사림","salim",37,"sino",16
15241,"사회악","sah@ag",37,"sino",2
15242,"삼위일체","sam&ilcE",37,"sino",0
15243,"삼천만","samc^nman",37,"sino",0
15244,"선열","s^nVl",37,"sino",10
15245,"소독약","sodogAg",37,"sino",0
15246,"세비","sEbi",37,"sino",21
15247,"수임","suim",37,"sino",20
15248,"수도관","sudogWn",37,"sino",0
15249,"송수화기","soGsuhWgi",37,"sino",0
15250,"시월","siwl",37,"sino",10
15251,"신학교","sinhaggO",37,"sino",0
15252,"신토불이","sintobuli",37,"sino",0
15253,"안가","anga",37,"sino",16
15254,"야영장","AVGzaG",37,"sino",6
15255,"어학연수","^hagVnsu",37,"sino",0
15256,"어패","^pE",37,"sino",9
15257,"야담","Adam",37,"sino",6
15258,"영결식","VGgVlsig",37,"sino",0
15259,"연장전","VnzaGz^n",37,"sino",1
15260,"오륙","olUg",37,"sino",5
15261,"외성","@s^G",37,"sino",18
15262,"외손","@son",37,"sino",7
15263,"예지","Jzi",37,"sino",27
15264,"요순","Osun",37,"sino",8
15265,"완곡","Wngog",37,"sino",3
15266,"위도","&do",37,"sino",18
15267,"이방","ibaG",37,"sino",27
15268,"자격시험","zagVgsih^m",37,"sino",0
15269,"인멸","inmVl",37,"sino",2
15270,"인상파","insaGpa",37,"sino",0
15271,"일가친척","ilgacinc^g",37,"sino",0
15272,"작심","zagsim",37,"sino",3
15273,"임자","imza",37,"sino",9
15274,"정욕","z^GOg",37,"sino",5
15275,"죄업","z@^b",37,"sino",4
15276,"주발","zubal",37,"sino",11
15277,"지방질","zibaGzil",37,"sino",1
15278,"지대석","zidEs^g",37,"sino",0
15279,"지휘봉","zih&boG",37,"sino",0
15280,"집권자","zibgwnza",37,"sino",0
15281,"철상","c^lsaG",37,"sino",7
15282,"청도","c^Gdo",37,"sino",11
15283,"천적","c^nz^g",37,"sino",4
15284,"청원서","c^Gwns^",37,"sino",0
15285,"취합","c&hab",37,"sino",3
15286,"토벌","tob^l",37,"sino",1
15287,"통신원","toGsinwn",37,"sino",0
15288,"표기법","pOgib^b",37,"sino",0
15289,"폐경","pJgVG",37,"sino",4
15290,"풍파","puGpa",37,"sino",2
15291,"피정","piz^G",37,"sino",5
15292,"핵폭탄","hEgpogtan",37,"sino",0
15293,"해월","hEwl",37,"sino",5
15294,"한의원","hanIwn",37,"sino",0
15295,"호객","hogEg",37,"sino",6
15296,"현학","hVnhag",37,"sino",5
15297,"확인서","hWgins^",37,"sino",0
15298,"감도","gamdo",37,"sino",11
15299,"강행군","gaGhEGgun",37,"sino",0
15300,"결정체","gVlz^GcE",37,"sino",0
15301,"구도자","gudoza",37,"sino",2
15302,"구직","guzig",37,"sino",8
15303,"구정","guz^G",37,"sino",27
15304,"광원","gWGwn",37,"sino",6
15305,"귀감","g&gam",37,"sino",3
15306,"극기","gxggi",37,"sino",10
15307,"냉동실","nEGdoGsil",37,"sino",0
15308,"뇌척수액","n@c^gsuEg",37,"sino",0
15309,"냉해","nEGhE",37,"sino",1
15310,"단과","dangW",37,"sino",7
15311,"동회","doGh@",37,"sino",8
15312,"도덕률","dod^glUl",37,"sino",0
15313,"등정","dxGz^G",37,"sino",5
15314,"마야","maA",37,"sino",18
15315,"묘안","mOan",37,"sino",8
15316,"명중","mVGzuG",37,"sino",8
15317,"명품","mVGpum",37,"sino",1
15318,"몰이해","molihE",37,"sino",1
15319,"세원","sEwn",37,"sino",14
15320,"삼각관계","samgaggWngJ",37,"sino",0
15321,"성비","s^Gbi",37,"sino",12
15322,"서자","s^za",37,"sino",14
15323,"석등","s^gdxG",37,"sino",0
15324,"소작농","sozagnoG",37,"sino",0
15325,"악극","aggxg",37,"sino",2
15326,"안마","anma",37,"sino",12
15327,"안내판","annEpan",37,"sino",0
15328,"연면적","VnmVnz^g",37,"sino",0
15329,"영암","VGam",37,"sino",7
15330,"연배","VnbE",37,"sino",12
15331,"온건파","ong^npa",37,"sino",0
15332,"완쾌","Wnk@",37,"sino",0
15333,"융단","UGdan",37,"sino",2
15334,"운집","unzib",37,"sino",2
15335,"일용","ilOG",37,"sino",6
15336,"잔금","zangxm",37,"sino",1
15337,"전극","z^ngxg",37,"sino",7
15338,"전령","z^nlVG",37,"sino",7
15339,"장서","zaGs^",37,"sino",14
15340,"주입식","zuibsig",37,"sino",0
15341,"전매","z^nmE",37,"sino",10
15342,"정보지","z^Gbozi",37,"sino",1
15343,"차양","caAG",37,"sino",10
15344,"출고","culgo",37,"sino",6
15345,"추행","cuhEG",37,"sino",3
15346,"평이","pVGi",37,"sino",12
15347,"피난처","pinanc^",37,"sino",0
15348,"활극","hWlgxg",37,"sino",0
15349,"휘하","h&ha",37,"sino",4
